[1505260800] LOG ROTATION: DAILY
[1505260800] LOG VERSION: 2.0
[1505260800] CURRENT HOST STATE: ip-10-0-0-123.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1505260800] CURRENT HOST STATE: ip-10-0-0-173.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1505260800] CURRENT HOST STATE: ip-10-0-0-235.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1505260800] CURRENT HOST STATE: ip-10-0-0-254.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.24 ms
[1505260800] CURRENT HOST STATE: ip-10-0-0-63.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1505260800] CURRENT HOST STATE: ip-10-0-0-65.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.22 ms
[1505260800] CURRENT HOST STATE: ip-10-0-0-85.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.22 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-102.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-11.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-136.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.22 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-16.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-165.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-47.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-69.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-1-89.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1505260800] CURRENT HOST STATE: ip-10-0-2-167.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.20 ms
[1505260800] CURRENT HOST STATE: ip-10-0-2-193.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.28 ms
[1505260800] CURRENT HOST STATE: ip-10-0-2-46.us-west-2.compute.internal;DOWN;HARD;10;PING CRITICAL - Packet loss = 100%
[1505260800] CURRENT HOST STATE: ip-10-0-2-5.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-2-86.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-3-196.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.31 ms
[1505260800] CURRENT HOST STATE: ip-10-0-3-26.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.22 ms
[1505260800] CURRENT HOST STATE: ip-10-0-3-44.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.24 ms
[1505260800] CURRENT HOST STATE: ip-10-0-3-54.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1505260800] CURRENT HOST STATE: ip-10-0-3-56.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-3-94.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.20 ms
[1505260800] CURRENT HOST STATE: ip-10-0-4-98.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.22 ms
[1505260800] CURRENT HOST STATE: ip-10-0-5-128.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-5-3.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: ip-10-0-7-103.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.24 ms
[1505260800] CURRENT HOST STATE: ip-10-0-7-149.us-west-2.compute.internal;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1505260800] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.02 ms
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;CPUS Percent;OK;HARD;1;OK: Mesos metrics: slave/cpus_percent=0.55
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;CPUS Revocable Total;OK;HARD;1;OK: Mesos metrics: slave/cpus_revocable_total=0
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;CPUS Used;OK;HARD;1;OK: Mesos metrics: slave/cpus_used=2.20
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Check SSH;OK;HARD;1;SSH OK - OpenSSH_7.3 (protocol 2.0)
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Check Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Check load;OK;HARD;1;OK - load average: 0.04, 0.10, 0.09
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Disk Percent;OK;HARD;1;OK: Mesos metrics: slave/disk_percent=0
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Local Disk;OK;HARD;1;DISK OK - free space: / 15263 MB (42% inode=73%):
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Mem Percent;OK;HARD;1;OK: Mesos metrics: slave/mem_percent=0.59
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Mem Rev Perc;OK;HARD;1;OK: Mesos metrics: slave/mem_revocable_percent=0
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.21 ms
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Registered;OK;HARD;1;OK: Mesos metrics: slave/registered=1
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Tasks Failed;OK;HARD;1;OK: Mesos metrics: slave/tasks_failed=5638
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Tasks Killed;OK;HARD;1;OK: Mesos metrics: slave/tasks_killed=1465
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-123.us-west-2.compute.internal;Total Process;OK;HARD;1;PROCS OK: 90 processes with STATE = RSZDT
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;CPUS Percent;OK;HARD;1;OK: Mesos metrics: slave/cpus_percent=0.55
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;CPUS Revocable Total;OK;HARD;1;OK: Mesos metrics: slave/cpus_revocable_total=0
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;CPUS Used;OK;HARD;1;OK: Mesos metrics: slave/cpus_used=2.20
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Check SSH;OK;HARD;1;SSH OK - OpenSSH_7.3 (protocol 2.0)
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Check Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Check load;OK;HARD;1;OK - load average: 4.93, 4.58, 4.44
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Disk Percent;OK;HARD;1;OK: Mesos metrics: slave/disk_percent=0
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Local Disk;OK;HARD;1;DISK OK - free space: / 29250 MB (81% inode=79%):
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Mem Percent;OK;HARD;1;OK: Mesos metrics: slave/mem_percent=0.59
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Mem Rev Perc;OK;HARD;1;OK: Mesos metrics: slave/mem_revocable_percent=0
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.27 ms
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Registered;OK;HARD;1;OK: Mesos metrics: slave/registered=1
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Tasks Failed;OK;HARD;1;OK: Mesos metrics: slave/tasks_failed=37146
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Tasks Killed;OK;HARD;1;OK: Mesos metrics: slave/tasks_killed=761
[1505260800] CURRENT SERVICE STATE: ip-10-0-0-173.us-west-2.compute.internal;Total Process;OK;HARD;1;PROCS OK: 101 processes with STATE = RSZDT
